epoch,symbol,price
1751506036,R_10,6290.487
1751506038,R_10,6290.454
1751506040,R_10,6290.669
1751506042,R_10,6290.98
1751506044,R_10,6290.894
1751506046,R_10,6290.569
1751506048,R_10,6290.326
1751506050,R_10,6290.268
1751506052,R_10,6290.369
1751506054,R_10,6290.409
1751506056,R_10,6290.173
1751506058,R_10,6290.239
1751506060,R_10,6290.13
1751506062,R_10,6290.184
1751506064,R_10,6290.235
1751506066,R_10,6290.159
1751506068,R_10,6290.122
1751506070,R_10,6290.033
1751506072,R_10,6290.004
1751506074,R_10,6290.062
1751506076,R_10,6289.975
1751506078,R_10,6290.133
1751506080,R_10,6290.371
1751506082,R_10,6289.791
1751506084,R_10,6289.984
1751506086,R_10,6289.973
1751506088,R_10,6290.093
1751506090,R_10,6289.939
1751506092,R_10,6289.908
1751506094,R_10,6290.19
1751506096,R_10,6290.268
1751506098,R_10,6290.345
1751506100,R_10,6290.123
1751506102,R_10,6290.14
1751506104,R_10,6290.278
1751506106,R_10,6290.07
1751506108,R_10,6290.028
1751506110,R_10,6290.088
1751506112,R_10,6289.799
1751506114,R_10,6289.957
1751506116,R_10,6290.082
1751506118,R_10,6290.335
1751506120,R_10,6290.369
1751506122,R_10,6290.445
1751506124,R_10,6290.672
1751506126,R_10,6290.76
1751506128,R_10,6290.504
1751506130,R_10,6290.301
1751506132,R_10,6290.136
1751506134,R_10,6290.246
1751506136,R_10,6290.154
1751506138,R_10,6289.959
1751506140,R_10,6290.074
1751506142,R_10,6290.025
1751506144,R_10,6289.901
1751506146,R_10,6289.927
1751506148,R_10,6289.887
1751506150,R_10,6289.726
1751506152,R_10,6289.656
1751506154,R_10,6289.511
1751506156,R_10,6289.553
1751506158,R_10,6289.488
1751506160,R_10,6289.47
1751506162,R_10,6289.497
1751506164,R_10,6289.418
1751506166,R_10,6289.428
1751506168,R_10,6289.277
1751506170,R_10,6289.213
1751506172,R_10,6289.446
1751506174,R_10,6289.129
1751506176,R_10,6288.895
1751506178,R_10,6288.944
1751506180,R_10,6289.254
1751506182,R_10,6289.325
1751506184,R_10,6289.377
1751506186,R_10,6289.274
1751506188,R_10,6289.233
1751506190,R_10,6289.426
1751506192,R_10,6289.159
1751506194,R_10,6289.033
1751506196,R_10,6289.163
1751506198,R_10,6289.388
1751506200,R_10,6289.269
1751506202,R_10,6289.19
1751506204,R_10,6289.232
1751506206,R_10,6289.087
1751506208,R_10,6289.101
1751506210,R_10,6289.139
1751506212,R_10,6289.095
1751506214,R_10,6289.132
1751506216,R_10,6288.97
1751506218,R_10,6288.907
1751506220,R_10,6289.096
1751506222,R_10,6289.043
1751506224,R_10,6289.227
1751506226,R_10,6289.294
1751506228,R_10,6289.17
1751506230,R_10,6289.004
1751506232,R_10,6288.979
1751506234,R_10,6289.057
1751506236,R_10,6288.77
1751506238,R_10,6288.735
1751506240,R_10,6288.799
1751506242,R_10,6288.807
1751506244,R_10,6288.84
1751506246,R_10,6288.767
1751506248,R_10,6288.757
1751506250,R_10,6288.516
1751506252,R_10,6288.377
1751506254,R_10,6288.397
1751506256,R_10,6288.33
1751506258,R_10,6288.473
1751506260,R_10,6288.537
1751506262,R_10,6288.576
1751506264,R_10,6288.825
1751506266,R_10,6289.066
1751506268,R_10,6289.151
1751506270,R_10,6288.889
1751506272,R_10,6289.268
1751506274,R_10,6288.994
1751506276,R_10,6288.921
1751506278,R_10,6288.948
1751506280,R_10,6288.974
1751506282,R_10,6288.788
1751506284,R_10,6288.888
1751506286,R_10,6289.003
1751506288,R_10,6288.865
1751506290,R_10,6288.626
1751506292,R_10,6288.66
1751506294,R_10,6288.691
1751506296,R_10,6288.54
1751506298,R_10,6288.271
1751506300,R_10,6288.15
1751506302,R_10,6288.068
1751506304,R_10,6288.084
1751506306,R_10,6288.161
1751506308,R_10,6287.718
1751506310,R_10,6287.637
