epoch,symbol,price
1775012878,R_100,646.33
1775012880,R_100,646.58
1775012882,R_100,646.59
1775012884,R_100,646.63
1775012886,R_100,646.79
1775012888,R_100,646.52
1775012890,R_100,646.43
1775012892,R_100,646.67
1775012894,R_100,646.74
1775012896,R_100,646.59
1775012898,R_100,646.65
1775012900,R_100,646.45
1775012902,R_100,646.61
1775012904,R_100,646.57
1775012906,R_100,646.53
1775012908,R_100,646.69
1775012910,R_100,646.77
1775012912,R_100,646.92
1775012914,R_100,646.68
1775012916,R_100,646.58
1775012918,R_100,646.3
1775012920,R_100,646.18
1775012922,R_100,646.35
1775012924,R_100,646.42
1775012926,R_100,646.31
1775012928,R_100,646.24
1775012930,R_100,646
1775012932,R_100,646.35
1775012934,R_100,646.38
1775012936,R_100,646.55
1775012938,R_100,646.39
1775012940,R_100,646.29
1775012942,R_100,646.03
1775012944,R_100,646.12
1775012946,R_100,646.06
1775012948,R_100,646.01
1775012950,R_100,646.12
1775012952,R_100,646.01
1775012954,R_100,646.1
1775012956,R_100,645.82
1775012958,R_100,645.99
1775012960,R_100,646.05
1775012962,R_100,646.04
1775012964,R_100,646.08
1775012966,R_100,646.38
1775012968,R_100,646.21
1775012970,R_100,645.98
1775012972,R_100,645.86
1775012974,R_100,646.03
1775012976,R_100,645.98
1775012978,R_100,645.72
1775012980,R_100,645.78
1775012982,R_100,645.72
1775012984,R_100,645.55
1775012986,R_100,645.71
1775012988,R_100,645.71
1775012990,R_100,645.47
1775012992,R_100,645.44
1775012994,R_100,645.45
1775012996,R_100,645.5
1775012998,R_100,645.53
1775013000,R_100,645.4
1775013002,R_100,645.3
1775013004,R_100,645.3
1775013006,R_100,645.53
1775013008,R_100,645.61
1775013010,R_100,645.54
1775013012,R_100,645.5
1775013014,R_100,645.33
1775013016,R_100,645.14
1775013018,R_100,645.22
1775013020,R_100,645.41
1775013022,R_100,645.51
1775013024,R_100,645.5
1775013026,R_100,645.38
1775013028,R_100,645.28
1775013030,R_100,645.48
1775013032,R_100,645.48
1775013034,R_100,646.04
1775013036,R_100,645.85
1775013038,R_100,645.9
1775013040,R_100,645.66
1775013042,R_100,645.55
1775013044,R_100,645.66
1775013046,R_100,645.91
1775013048,R_100,646.17
1775013050,R_100,646.17
1775013052,R_100,646.22
1775013054,R_100,646.19
1775013056,R_100,646.01
1775013058,R_100,645.99
1775013060,R_100,646.01
1775013062,R_100,645.95
1775013064,R_100,646.09
1775013066,R_100,646.02
1775013068,R_100,646.13
1775013070,R_100,645.96
1775013072,R_100,645.84
