epoch,symbol,price
1761701158,R_100,851.32
1761701160,R_100,851.23
1761701162,R_100,851.14
1761701164,R_100,851.22
1761701166,R_100,851.05
1761701168,R_100,851.37
1761701170,R_100,851.04
1761701172,R_100,851.18
1761701174,R_100,851.15
1761701176,R_100,851.06
1761701178,R_100,850.89
1761701180,R_100,851.1
1761701182,R_100,851.04
1761701184,R_100,850.82
1761701186,R_100,850.76
1761701188,R_100,850.75
1761701190,R_100,850.87
1761701192,R_100,851.29
1761701194,R_100,851.19
1761701196,R_100,850.68
1761701198,R_100,850.69
1761701200,R_100,850.42
1761701202,R_100,850.02
1761701204,R_100,849.78
1761701206,R_100,849.49
1761701208,R_100,849.64
1761701210,R_100,849.74
1761701212,R_100,849.78
1761701214,R_100,849.86
1761701216,R_100,850.03
1761701218,R_100,850.13
1761701220,R_100,850.05
1761701222,R_100,850.03
1761701224,R_100,849.82
1761701226,R_100,849.32
1761701228,R_100,849.53
1761701230,R_100,849.85
1761701232,R_100,849.93
1761701234,R_100,849.67
1761701236,R_100,849.73
1761701238,R_100,849.74
1761701240,R_100,849.91
1761701242,R_100,849.82
1761701244,R_100,849.63
1761701246,R_100,849.44
1761701248,R_100,849.63
1761701250,R_100,849.75
1761701252,R_100,850.09
1761701254,R_100,850.15
1761701256,R_100,850.01
1761701258,R_100,850.12
1761701260,R_100,849.87
1761701262,R_100,849.83
1761701264,R_100,850.17
1761701266,R_100,849.97
1761701268,R_100,849.98
1761701270,R_100,849.98
1761701272,R_100,850.01
1761701274,R_100,850.4
1761701276,R_100,850.18
1761701278,R_100,850
1761701280,R_100,849.92
1761701282,R_100,849.94
1761701284,R_100,849.91
1761701286,R_100,849.76
1761701288,R_100,850.03
1761701290,R_100,850.28
1761701292,R_100,849.96
1761701294,R_100,849.74
1761701296,R_100,849.88
1761701298,R_100,850.25
1761701300,R_100,850.2
1761701302,R_100,850.07
1761701304,R_100,850.05
1761701306,R_100,849.98
1761701308,R_100,850.19
1761701310,R_100,850.17
1761701312,R_100,850.01
1761701314,R_100,849.52
1761701316,R_100,849.51
1761701318,R_100,849.36
1761701320,R_100,849.48
1761701322,R_100,849.38
1761701324,R_100,849.31
