epoch,symbol,price
1770256796,R_75,27493.6714
1770256798,R_75,27494.5596
1770256800,R_75,27492.2659
1770256802,R_75,27495.6671
1770256804,R_75,27496.668
1770256806,R_75,27502.4235
1770256808,R_75,27495.8879
1770256810,R_75,27504.0341
1770256812,R_75,27501.0908
1770256814,R_75,27496.933
1770256816,R_75,27498.685
1770256818,R_75,27505.2421
1770256820,R_75,27506.1757
1770256822,R_75,27512.9489
1770256824,R_75,27512.1689
1770256826,R_75,27511.0708
1770256828,R_75,27507.4282
1770256830,R_75,27512.0305
1770256832,R_75,27506.8957
1770256834,R_75,27509.2058
1770256836,R_75,27511.8952
1770256838,R_75,27517.3496
1770256840,R_75,27519.1023
1770256842,R_75,27515.8191
1770256844,R_75,27524.9579
1770256846,R_75,27538.1719
1770256848,R_75,27538.3735
1770256850,R_75,27531.339
1770256852,R_75,27524.7137
1770256854,R_75,27522.5522
1770256856,R_75,27527.5763
1770256858,R_75,27527.76
1770256860,R_75,27523.3415
1770256862,R_75,27515.0321
1770256864,R_75,27522.2612
1770256866,R_75,27524.227
1770256868,R_75,27525.4757
1770256870,R_75,27521.9076
1770256872,R_75,27533.5443
1770256874,R_75,27525.1323
1770256876,R_75,27525.7592
1770256878,R_75,27530.1707
1770256880,R_75,27535.9869
1770256882,R_75,27548.3839
1770256884,R_75,27540.2893
1770256886,R_75,27540.2453
1770256888,R_75,27545.471
1770256890,R_75,27546.2028
1770256892,R_75,27543.3652
1770256894,R_75,27540.875
1770256896,R_75,27539.2997
1770256898,R_75,27543.1579
1770256900,R_75,27537.987
1770256902,R_75,27529.8315
1770256904,R_75,27534.1182
1770256906,R_75,27531.0715
1770256908,R_75,27530.4137
1770256910,R_75,27527.9241
1770256912,R_75,27536.2168
1770256914,R_75,27535.2454
1770256916,R_75,27545.8941
1770256918,R_75,27553.8873
1770256920,R_75,27557.5503
1770256922,R_75,27557.3484
1770256924,R_75,27557.7143
1770256926,R_75,27549.2866
1770256928,R_75,27555.0378
1770256930,R_75,27556.4581
1770256932,R_75,27554.0943
1770256934,R_75,27557.4465
1770256936,R_75,27560.0373
1770256938,R_75,27560.0411
1770256940,R_75,27558.0463
1770256942,R_75,27563.7204
1770256944,R_75,27568.5838
1770256946,R_75,27563.8801
1770256948,R_75,27567.1254
1770256950,R_75,27565.8168
1770256952,R_75,27570.908
1770256954,R_75,27573.4832
1770256956,R_75,27572.0087
1770256958,R_75,27574.1064
1770256960,R_75,27569.1094
1770256962,R_75,27560.861
1770256964,R_75,27560.1098
1770256966,R_75,27564.4988
1770256968,R_75,27568.1366
1770256970,R_75,27567.8498
1770256972,R_75,27573.1693
1770256974,R_75,27582.3732
1770256976,R_75,27578.3592
1770256978,R_75,27562.4321
1770256980,R_75,27561.3947
1770256982,R_75,27554.9782
1770256984,R_75,27554.4721
1770256986,R_75,27560.4819
1770256988,R_75,27570.9637
1770256990,R_75,27573.5264
1770256992,R_75,27571.0335
1770256994,R_75,27560.0309
1770256996,R_75,27568.1528
1770256998,R_75,27576.197
1770257000,R_75,27573.2288
1770257002,R_75,27568.6477
1770257004,R_75,27558.2258
1770257006,R_75,27556.9313
1770257008,R_75,27548.7794
1770257010,R_75,27551.5826
1770257012,R_75,27547.2076
1770257014,R_75,27550.08
1770257016,R_75,27556.7643
1770257018,R_75,27554.8255
1770257020,R_75,27546.5422
1770257022,R_75,27550.7561
1770257024,R_75,27558.6342
1770257026,R_75,27556.4774
1770257028,R_75,27558.1353
1770257030,R_75,27559.1884
1770257032,R_75,27557.4715
1770257034,R_75,27560.6577
1770257036,R_75,27557.9257
1770257038,R_75,27561.4933
1770257040,R_75,27566.5009
1770257042,R_75,27569.0843
1770257044,R_75,27573.761
1770257046,R_75,27570.0698
1770257048,R_75,27567.2737
1770257050,R_75,27567.3581
1770257052,R_75,27564.3987
1770257054,R_75,27568.4294
1770257056,R_75,27565.6349
1770257058,R_75,27565.887
1770257060,R_75,27570.2256
1770257062,R_75,27569.9616
1770257064,R_75,27571.2826
1770257066,R_75,27571.299
1770257068,R_75,27574.5095
1770257070,R_75,27577.245
1770257072,R_75,27576.7185
1770257074,R_75,27578.1672
1770257076,R_75,27571.1697
1770257078,R_75,27569.5419
1770257080,R_75,27570.2843
1770257082,R_75,27568.5493
1770257084,R_75,27565.7232
1770257086,R_75,27564.1063
1770257088,R_75,27572.6098
1770257090,R_75,27572.8545
1770257092,R_75,27573.9319
1770257094,R_75,27567.4218
1770257096,R_75,27562.3114
1770257098,R_75,27563.6387
1770257100,R_75,27571.1556
1770257102,R_75,27572.3295
1770257104,R_75,27573.8461
1770257106,R_75,27573.9364
1770257108,R_75,27569.5584
1770257110,R_75,27568.57
1770257112,R_75,27570.3371
1770257114,R_75,27573.1517
1770257116,R_75,27577.5835
1770257118,R_75,27574.8036
1770257120,R_75,27570.0415
1770257122,R_75,27568.6638
1770257124,R_75,27567.0807
1770257126,R_75,27560.013
1770257128,R_75,27555.4252
1770257130,R_75,27553.1294
1770257132,R_75,27552.6263
1770257134,R_75,27552.2795
1770257136,R_75,27554.532
1770257138,R_75,27553.8981
1770257140,R_75,27562.2139
1770257142,R_75,27559.8103
1770257144,R_75,27567.195
1770257146,R_75,27573.605
1770257148,R_75,27570.2492
1770257150,R_75,27567.1679
1770257152,R_75,27571.9893
1770257154,R_75,27573.3583
1770257156,R_75,27572.8027
1770257158,R_75,27574.5841
1770257160,R_75,27573.1497
1770257162,R_75,27568.6332
1770257164,R_75,27572.6894
