epoch,symbol,price
1752371212,R_75,103630.6925
1752371214,R_75,103623.1812
1752371216,R_75,103633.8455
1752371218,R_75,103643.066
1752371220,R_75,103667.8452
1752371222,R_75,103645.8714
1752371224,R_75,103693.7328
1752371226,R_75,103686.0666
1752371228,R_75,103645.8178
1752371230,R_75,103647.4314
1752371232,R_75,103660.8318
1752371234,R_75,103653.6105
1752371236,R_75,103647.4491
1752371238,R_75,103652.3547
1752371240,R_75,103628.3548
1752371242,R_75,103659.1431
1752371244,R_75,103647.1205
1752371246,R_75,103615.1997
1752371248,R_75,103613.1586
1752371250,R_75,103625.6719
1752371252,R_75,103648.138
1752371254,R_75,103617.6169
1752371256,R_75,103615.2814
1752371258,R_75,103635.0358
1752371260,R_75,103571.5015
1752371262,R_75,103571.4706
1752371264,R_75,103576.0561
1752371266,R_75,103573.0124
1752371268,R_75,103592.4022
1752371270,R_75,103608.4574
1752371272,R_75,103601.4117
1752371274,R_75,103566.3732
1752371276,R_75,103575.4547
1752371278,R_75,103587.0051
1752371280,R_75,103580.4826
1752371282,R_75,103594.4393
1752371284,R_75,103607.3826
1752371286,R_75,103591.1595
1752371288,R_75,103560.3327
1752371290,R_75,103578.9608
1752371292,R_75,103574.3753
1752371294,R_75,103575.162
1752371296,R_75,103570.2381
1752371298,R_75,103568.9826
1752371300,R_75,103529.6965
1752371302,R_75,103560.4313
1752371304,R_75,103603.1556
1752371306,R_75,103607.4292
1752371308,R_75,103628.9538
1752371310,R_75,103652.2209
1752371312,R_75,103648.7882
1752371314,R_75,103655.8542
1752371316,R_75,103674.8316
1752371318,R_75,103678.1112
1752371320,R_75,103645.4548
1752371322,R_75,103654.7725
1752371324,R_75,103632.0937
1752371326,R_75,103646.3307
1752371328,R_75,103647.703
1752371330,R_75,103644.8421
1752371332,R_75,103607.796
1752371334,R_75,103612.5666
1752371336,R_75,103648.6477
1752371338,R_75,103645.8065
1752371340,R_75,103664.8014
1752371342,R_75,103679.8902
1752371344,R_75,103665.9385
1752371346,R_75,103661.899
1752371348,R_75,103639.0692
1752371350,R_75,103660.7789
1752371352,R_75,103659.0913
1752371354,R_75,103665.5415
1752371356,R_75,103682.4921
1752371358,R_75,103688.2586
1752371360,R_75,103652.9512
1752371362,R_75,103665.7333
1752371364,R_75,103667.3015
1752371366,R_75,103646.9538
1752371368,R_75,103643.1269
1752371370,R_75,103650.3888
1752371372,R_75,103676.8007
1752371374,R_75,103698.6926
1752371376,R_75,103742.1357
1752371378,R_75,103769.2185
1752371380,R_75,103763.6434
1752371382,R_75,103779.5887
1752371384,R_75,103792.7114
1752371386,R_75,103822.0963
1752371388,R_75,103812.9302
1752371390,R_75,103802.7092
1752371392,R_75,103788.6767
1752371394,R_75,103795.8396
1752371396,R_75,103788.8219
1752371398,R_75,103810.9017
1752371400,R_75,103801.7229
1752371402,R_75,103820.1074
1752371404,R_75,103810.3007
1752371406,R_75,103834.125
1752371408,R_75,103856.072
1752371410,R_75,103833.875
1752371412,R_75,103855.6348
1752371414,R_75,103840.7505
1752371416,R_75,103817.6532
1752371418,R_75,103796.6489
1752371420,R_75,103795.6437
1752371422,R_75,103789.8337
1752371424,R_75,103789.3605
1752371426,R_75,103795.4597
1752371428,R_75,103792.5827
1752371430,R_75,103768.532
1752371432,R_75,103726.0368
1752371434,R_75,103714.7076
1752371436,R_75,103671.1762
1752371438,R_75,103658.9283
1752371440,R_75,103683.6057
1752371442,R_75,103685.2696
1752371444,R_75,103715.6109
1752371446,R_75,103714.6395
1752371448,R_75,103725.5099
1752371450,R_75,103759.2095
1752371452,R_75,103737.2758
1752371454,R_75,103775.5751
1752371456,R_75,103793.9008
1752371458,R_75,103773.7589
1752371460,R_75,103781.7772
1752371462,R_75,103747.3861
1752371464,R_75,103772.5609
1752371466,R_75,103770.3102
1752371468,R_75,103756.7869
1752371470,R_75,103763.29
1752371472,R_75,103747.5347
1752371474,R_75,103758.2917
1752371476,R_75,103765.4533
1752371478,R_75,103770.9351
1752371480,R_75,103744.6232
1752371482,R_75,103716.6806
1752371484,R_75,103742.3848
1752371486,R_75,103756.3631
1752371488,R_75,103764.2882
1752371490,R_75,103782.2247
1752371492,R_75,103791.6349
1752371494,R_75,103785.9842
1752371496,R_75,103804.8874
1752371498,R_75,103776.4025
1752371500,R_75,103782.6961
1752371502,R_75,103802.6524
1752371504,R_75,103792.2382
1752371506,R_75,103797.3663
1752371508,R_75,103799.3614
1752371510,R_75,103763.3324
1752371512,R_75,103733.4248
1752371514,R_75,103703.542
1752371516,R_75,103709.4787
1752371518,R_75,103706.2418
1752371520,R_75,103685.7379
1752371522,R_75,103674.3489
1752371524,R_75,103638.4415
1752371526,R_75,103629.5756
1752371528,R_75,103628.7648
1752371530,R_75,103653.5868
1752371532,R_75,103637.2742
1752371534,R_75,103623.4584
1752371536,R_75,103643.451
1752371538,R_75,103601.3805
1752371540,R_75,103626.2828
1752371542,R_75,103645.9489
1752371544,R_75,103650.7198
1752371546,R_75,103669.699
1752371548,R_75,103681.7599
1752371550,R_75,103685.8202
1752371552,R_75,103654.9181
1752371554,R_75,103682.9549
1752371556,R_75,103682.4079
1752371558,R_75,103677.0362
1752371560,R_75,103677.3665
1752371562,R_75,103678.4184
1752371564,R_75,103682.0658
1752371566,R_75,103658.0527
1752371568,R_75,103628.5158
1752371570,R_75,103637.3164
1752371572,R_75,103634.8523
1752371574,R_75,103652.1648
1752371576,R_75,103641.8019
1752371578,R_75,103644.2745
1752371580,R_75,103644.9619
1752371582,R_75,103642.8289
1752371584,R_75,103641.1281
1752371586,R_75,103615.8479
1752371588,R_75,103622.287
1752371590,R_75,103563.1571
1752371592,R_75,103575.065
1752371594,R_75,103561.3309
1752371596,R_75,103557.9509
1752371598,R_75,103552.5932
1752371600,R_75,103534.7635
1752371602,R_75,103514.8044
1752371604,R_75,103496.2105
1752371606,R_75,103502.4243
1752371608,R_75,103489.6668
1752371610,R_75,103482.0231
1752371612,R_75,103504.5205
1752371614,R_75,103508.1492
1752371616,R_75,103510.8941
1752371618,R_75,103485.4431
1752371620,R_75,103468.0969
1752371622,R_75,103469.4655
1752371624,R_75,103471.7255
1752371626,R_75,103467.3859
1752371628,R_75,103469.491
1752371630,R_75,103477.0984
1752371632,R_75,103454.1696
1752371634,R_75,103476.7794
1752371636,R_75,103466.1088
1752371638,R_75,103482.3538
1752371640,R_75,103491.8608
1752371642,R_75,103509.2533
1752371644,R_75,103518.1917
1752371646,R_75,103552.9577
1752371648,R_75,103566.9219
1752371650,R_75,103558.7413
1752371652,R_75,103570.1419
1752371654,R_75,103583.5086
1752371656,R_75,103579.3663
1752371658,R_75,103607.052
1752371660,R_75,103632.0755
1752371662,R_75,103634.6054
1752371664,R_75,103656.9798
1752371666,R_75,103670.859
1752371668,R_75,103678.585
1752371670,R_75,103648.4984
1752371672,R_75,103636.0166
1752371674,R_75,103657.827
1752371676,R_75,103640.9898
1752371678,R_75,103655.2818
1752371680,R_75,103653.2104
1752371682,R_75,103650.3483
1752371684,R_75,103641.2639
1752371686,R_75,103687.2756
1752371688,R_75,103711.8387
1752371690,R_75,103720.8385
1752371692,R_75,103727.7466
1752371694,R_75,103680.3009
1752371696,R_75,103641.4123
1752371698,R_75,103640.3922
1752371700,R_75,103654.4308
1752371702,R_75,103632.7941
1752371704,R_75,103658.5878
1752371706,R_75,103676.7084
1752371708,R_75,103701.7215
1752371710,R_75,103690.9036
1752371712,R_75,103678.6912
1752371714,R_75,103661.5703
1752371716,R_75,103659.5788
1752371718,R_75,103661.9914
1752371720,R_75,103626.7175
1752371722,R_75,103635.9511
1752371724,R_75,103606.0897
1752371726,R_75,103591.3933
1752371728,R_75,103613.8504
1752371730,R_75,103634.7129
1752371732,R_75,103609.7324
1752371734,R_75,103617.0261
1752371736,R_75,103617.3188
1752371738,R_75,103614.2208
1752371740,R_75,103625.6475
1752371742,R_75,103610.82
1752371744,R_75,103578.2621
1752371746,R_75,103554.7059
1752371748,R_75,103557.3401
1752371750,R_75,103555.6259
1752371752,R_75,103537.8414
1752371754,R_75,103544.5294
1752371756,R_75,103586.6295
1752371758,R_75,103593.8061
1752371760,R_75,103599.5492
1752371762,R_75,103616.9518
1752371764,R_75,103600.83
1752371766,R_75,103601.1543
1752371768,R_75,103597.8873
1752371770,R_75,103616.7949
1752371772,R_75,103634.434
1752371774,R_75,103652.9474
1752371776,R_75,103683.7666
1752371778,R_75,103707.5633
1752371780,R_75,103730.1026
1752371782,R_75,103720.7446
1752371784,R_75,103727.5349
1752371786,R_75,103705.1912
1752371788,R_75,103702.2456
1752371790,R_75,103691.068
1752371792,R_75,103670.6656
1752371794,R_75,103698.6177
1752371796,R_75,103711.1922
