epoch,symbol,price
1759454220,R_75,61875.5469
1759454222,R_75,61877.5788
1759454224,R_75,61874.2663
1759454226,R_75,61870.9785
1759454228,R_75,61871.3665
1759454230,R_75,61856.0712
1759454232,R_75,61853.4831
1759454234,R_75,61852.749
1759454236,R_75,61845.8665
1759454238,R_75,61831.0516
1759454240,R_75,61844.0723
1759454242,R_75,61834.8846
1759454244,R_75,61837.8797
1759454246,R_75,61837.3002
1759454248,R_75,61831.5783
1759454250,R_75,61838.1928
1759454252,R_75,61842.074
1759454254,R_75,61852.0757
1759454256,R_75,61857.1086
1759454258,R_75,61846.4448
1759454260,R_75,61846.2468
1759454262,R_75,61858.3012
1759454264,R_75,61864.0147
1759454266,R_75,61868.8965
1759454268,R_75,61876.1643
1759454270,R_75,61888.2727
1759454272,R_75,61857.8894
1759454274,R_75,61848.9447
1759454276,R_75,61863.9408
1759454278,R_75,61871.9616
1759454280,R_75,61840.6204
1759454282,R_75,61836.6767
1759454284,R_75,61862.3354
1759454286,R_75,61852.414
1759454288,R_75,61858.8
1759454290,R_75,61865.4399
1759454292,R_75,61871.6425
1759454294,R_75,61863.7362
1759454296,R_75,61854.696
1759454298,R_75,61858.1295
1759454300,R_75,61849.1906
1759454302,R_75,61836.6156
1759454304,R_75,61836.4136
1759454306,R_75,61850.3492
1759454308,R_75,61868.8454
1759454310,R_75,61863.2968
1759454312,R_75,61872.2288
1759454314,R_75,61865.6531
1759454316,R_75,61859.7975
1759454318,R_75,61859.7391
1759454320,R_75,61867.8324
1759454322,R_75,61871.2994
1759454324,R_75,61870.173
1759454326,R_75,61868.1183
1759454328,R_75,61888.1078
1759454330,R_75,61896.5604
1759454332,R_75,61910.1776
1759454334,R_75,61925.2422
1759454336,R_75,61914.0491
1759454338,R_75,61917.3117
1759454340,R_75,61928.7183
1759454342,R_75,61929.134
1759454344,R_75,61921.585
1759454346,R_75,61915.5871
1759454348,R_75,61930.1245
1759454350,R_75,61937.3776
1759454352,R_75,61938.1326
1759454354,R_75,61935.102
1759454356,R_75,61946.1499
1759454358,R_75,61942.8022
1759454360,R_75,61933.3309
1759454362,R_75,61942.5029
1759454364,R_75,61935.0589
1759454366,R_75,61946.0793
1759454368,R_75,61928.178
1759454370,R_75,61926.7934
1759454372,R_75,61916.7999
1759454374,R_75,61921.8979
1759454376,R_75,61920.6262
1759454378,R_75,61918.0501
1759454380,R_75,61907.861
1759454382,R_75,61925.6797
1759454384,R_75,61917.1968
1759454386,R_75,61912.9917
1759454388,R_75,61899.6691
1759454390,R_75,61888.6917
1759454392,R_75,61888.1856
1759454394,R_75,61881.6825
1759454396,R_75,61881.2707
1759454398,R_75,61870.717
1759454400,R_75,61882.6745
1759454402,R_75,61891.3297
1759454404,R_75,61887.2979
1759454406,R_75,61892.8398
1759454408,R_75,61887.9531
1759454410,R_75,61881.7193
1759454412,R_75,61880.3075
1759454414,R_75,61887.1331
1759454416,R_75,61868.6872
1759454418,R_75,61868.9048
1759454420,R_75,61873
1759454422,R_75,61859.882
1759454424,R_75,61861.067
1759454426,R_75,61867.3222
1759454428,R_75,61839.2959
1759454430,R_75,61858.3965
1759454432,R_75,61870.3282
1759454434,R_75,61880.4595
1759454436,R_75,61873.8286
1759454438,R_75,61876.3733
1759454440,R_75,61885.8924
1759454442,R_75,61860.7867
1759454444,R_75,61876.0999
1759454446,R_75,61869.9574
1759454448,R_75,61880.5946
